,CUID,Species,Year,Spawners,Recruits,KF_alpha,lnRS,Ricker_resid,R_S
1644,216,River Sockeye,1961,NA,NA,NA,NA,NA,0
1645,216,River Sockeye,1962,NA,NA,NA,NA,NA,0
1646,216,River Sockeye,1963,NA,NA,NA,NA,NA,0
1647,216,River Sockeye,1964,NA,NA,NA,NA,NA,0
1648,216,River Sockeye,1965,NA,NA,NA,NA,NA,0
1649,216,River Sockeye,1966,NA,NA,NA,NA,NA,0
1650,216,River Sockeye,1967,NA,NA,NA,NA,NA,0
1651,216,River Sockeye,1968,NA,NA,NA,NA,NA,0
1652,216,River Sockeye,1969,NA,NA,NA,NA,NA,0
1653,216,River Sockeye,1970,NA,NA,NA,NA,NA,0
1654,216,River Sockeye,1971,NA,NA,NA,NA,NA,0
1655,216,River Sockeye,1972,NA,NA,NA,NA,NA,0
1656,216,River Sockeye,1973,NA,NA,NA,NA,NA,0
1657,216,River Sockeye,1974,NA,NA,NA,NA,NA,0
1658,216,River Sockeye,1975,NA,NA,NA,NA,NA,0
1659,216,River Sockeye,1976,NA,NA,NA,NA,NA,0
1660,216,River Sockeye,1977,NA,NA,NA,NA,NA,0
1661,216,River Sockeye,1978,NA,NA,NA,NA,NA,0
1662,216,River Sockeye,1979,NA,NA,NA,NA,NA,0
1663,216,River Sockeye,1980,NA,NA,NA,NA,NA,0
1664,216,River Sockeye,1981,NA,NA,NA,NA,NA,0
1665,216,River Sockeye,1982,NA,NA,NA,NA,NA,0
1666,216,River Sockeye,1983,NA,NA,NA,NA,NA,0
1667,216,River Sockeye,1984,NA,NA,NA,NA,NA,0
1668,216,River Sockeye,1985,NA,NA,NA,NA,NA,0
1669,216,River Sockeye,1986,NA,NA,NA,NA,NA,0
1670,216,River Sockeye,1987,NA,NA,NA,NA,NA,0
1671,216,River Sockeye,1988,NA,NA,NA,NA,NA,0
1672,216,River Sockeye,1989,NA,NA,NA,NA,NA,0
1673,216,River Sockeye,1990,NA,NA,NA,NA,NA,0
1674,216,River Sockeye,1991,NA,NA,NA,NA,NA,0
1675,216,River Sockeye,1992,NA,NA,NA,NA,NA,0
1676,216,River Sockeye,1993,NA,NA,NA,NA,NA,0
1677,216,River Sockeye,1994,NA,NA,NA,NA,NA,0
1678,216,River Sockeye,1995,NA,NA,NA,NA,NA,0
1679,216,River Sockeye,1996,NA,NA,NA,NA,NA,0
1680,216,River Sockeye,1997,NA,NA,NA,NA,NA,0
1681,216,River Sockeye,1998,NA,NA,NA,NA,NA,0
1682,216,River Sockeye,1999,NA,NA,NA,NA,NA,0
1683,216,River Sockeye,2000,NA,NA,NA,NA,NA,0
1684,216,River Sockeye,2001,139,NA,NA,NA,NA,0
1685,216,River Sockeye,2002,10,NA,NA,NA,NA,0
1686,216,River Sockeye,2003,130,NA,NA,NA,NA,0
1687,216,River Sockeye,2004,208,NA,NA,NA,NA,0
1688,216,River Sockeye,2005,41,NA,NA,NA,NA,0
1689,216,River Sockeye,2006,NA,NA,NA,NA,NA,0
1690,216,River Sockeye,2007,20,NA,NA,NA,NA,0
1691,216,River Sockeye,2008,105,NA,NA,NA,NA,0
1692,216,River Sockeye,2009,83,NA,NA,NA,NA,0
1693,216,River Sockeye,2010,4,NA,NA,NA,NA,0
1694,216,River Sockeye,2011,160,NA,NA,NA,NA,0
1695,216,River Sockeye,2012,90,NA,NA,NA,NA,0
1696,216,River Sockeye,2013,NA,NA,NA,NA,NA,0
1697,216,River Sockeye,2014,NA,NA,NA,NA,NA,0
1698,216,River Sockeye,2015,170,0,NA,NA,NA,0
1699,216,River Sockeye,2016,NA,NA,NA,NA,NA,0
1700,216,River Sockeye,2017,NA,NA,NA,NA,NA,0
1701,217,Chinook,1950,NA,NA,NA,NA,NA,0
1702,217,Chinook,1951,NA,NA,NA,NA,NA,0
1703,217,Chinook,1952,NA,NA,NA,NA,NA,0
1704,217,Chinook,1953,NA,NA,NA,NA,NA,0
1705,217,Chinook,1954,NA,NA,NA,NA,NA,0
1706,217,Chinook,1955,NA,NA,NA,NA,NA,0
1707,217,Chinook,1956,NA,NA,NA,NA,NA,0
1708,217,Chinook,1957,NA,NA,NA,NA,NA,0
1709,217,Chinook,1958,NA,NA,NA,NA,NA,0
1710,217,Chinook,1959,NA,NA,NA,NA,NA,0
1711,217,Chinook,1960,NA,NA,NA,NA,NA,0
1712,217,Chinook,1961,NA,NA,NA,NA,NA,0
1713,217,Chinook,1962,NA,NA,NA,NA,NA,0
1714,217,Chinook,1963,NA,NA,NA,NA,NA,0
1715,217,Chinook,1964,NA,NA,NA,NA,NA,0
1716,217,Chinook,1965,NA,NA,NA,NA,NA,0
1717,217,Chinook,1966,NA,NA,NA,NA,NA,0
1718,217,Chinook,1967,NA,NA,NA,NA,NA,0
1719,217,Chinook,1968,NA,NA,NA,NA,NA,0
1720,217,Chinook,1969,NA,NA,NA,NA,NA,0
1721,217,Chinook,1970,NA,NA,NA,NA,NA,0
1722,217,Chinook,1971,NA,NA,NA,NA,NA,0
1723,217,Chinook,1972,NA,NA,NA,NA,NA,0
1724,217,Chinook,1973,NA,NA,NA,NA,NA,0
1725,217,Chinook,1974,NA,NA,NA,NA,NA,0
1726,217,Chinook,1975,NA,NA,NA,NA,NA,0
1727,217,Chinook,1976,NA,NA,NA,NA,NA,0
1728,217,Chinook,1977,NA,NA,NA,NA,NA,0
1729,217,Chinook,1978,NA,NA,NA,NA,NA,0
1730,217,Chinook,1979,NA,NA,NA,NA,NA,0
1731,217,Chinook,1980,566,NA,NA,NA,NA,0
1732,217,Chinook,1981,1639,16356,NA,NA,NA,9.979255644
1733,217,Chinook,1982,NA,19589,NA,NA,NA,0
1734,217,Chinook,1983,1130,22225,NA,NA,NA,19.66814159
1735,217,Chinook,1984,1942,21029,NA,NA,NA,10.82852729
1736,217,Chinook,1985,5226,21713,NA,NA,NA,4.154802909
1737,217,Chinook,1986,8711,30707,NA,NA,NA,3.525083228
1738,217,Chinook,1987,8711,35790,NA,NA,NA,4.108598324
1739,217,Chinook,1988,10453,26402,NA,NA,NA,2.525782072
1740,217,Chinook,1989,7840,17707,NA,NA,NA,2.258545918
1741,217,Chinook,1990,11324,16165,NA,NA,NA,1.427499117
1742,217,Chinook,1991,8188,16878,NA,NA,NA,2.061309233
1743,217,Chinook,1992,28745,17763,NA,NA,NA,0.617950948
1744,217,Chinook,1993,7622,19768,NA,NA,NA,2.593545001
1745,217,Chinook,1994,9582,23223,NA,NA,NA,2.423606763
1746,217,Chinook,1995,5052,27075,NA,NA,NA,5.359263658
1747,217,Chinook,1996,10975,26228,NA,NA,NA,2.389794989
1748,217,Chinook,1997,9233,21267,NA,NA,NA,2.303368353
1749,217,Chinook,1998,13927,19118,NA,NA,NA,1.372729231
1750,217,Chinook,1999,12195,20596,NA,NA,NA,1.688888889
1751,217,Chinook,2000,15409,26729,NA,NA,NA,1.734635603
1752,217,Chinook,2001,18263,33001,NA,NA,NA,1.806986804
1753,217,Chinook,2002,8281,31674,NA,NA,NA,3.824900374
1754,217,Chinook,2003,14225,22281,NA,NA,NA,1.566326889
1755,217,Chinook,2004,10299,13272,NA,NA,NA,1.288668803
1756,217,Chinook,2005,15970,10345,NA,NA,NA,0.647777082
1757,217,Chinook,2006,20022,9903,NA,NA,NA,0.494605933
1758,217,Chinook,2007,22916,9181,NA,NA,NA,0.400637109
1759,217,Chinook,2008,9616,9014,NA,NA,NA,0.937396007
1760,217,Chinook,2009,5465,9815,NA,NA,NA,1.795974382
1761,217,Chinook,2010,7325,9779,NA,NA,NA,1.335017065
1762,217,Chinook,2011,5604,8329,NA,NA,NA,1.486259814
1763,217,Chinook,2012,5624,NA,NA,NA,NA,0
1764,217,Chinook,2013,5027,NA,NA,NA,NA,0
1765,217,Chinook,2014,6413,NA,NA,NA,NA,0
1766,217,Chinook,2015,5949,NA,NA,NA,NA,0
1767,217,Chinook,2016,NA,NA,NA,NA,NA,0
1768,217,Chinook,2017,NA,NA,NA,NA,NA,0
1769,218,Pink (Even),1950,NA,NA,NA,NA,NA,0
1770,218,Pink (Even),1951,NA,NA,NA,NA,NA,0
1771,218,Pink (Even),1952,NA,NA,NA,NA,NA,0
1772,218,Pink (Even),1953,NA,NA,NA,NA,NA,0
1773,218,Pink (Even),1954,171035,181164,NA,NA,NA,1.059221797
1774,218,Pink (Even),1955,NA,NA,NA,NA,NA,0
1775,218,Pink (Even),1956,80375,456768,NA,NA,NA,5.68296112
1776,218,Pink (Even),1957,NA,NA,NA,NA,NA,0
1777,218,Pink (Even),1958,226250,114252,NA,NA,NA,0.504981215
1778,218,Pink (Even),1959,NA,NA,NA,NA,NA,0
1779,218,Pink (Even),1960,63674,420587,NA,NA,NA,6.605317712
1780,218,Pink (Even),1961,NA,NA,NA,NA,NA,0
1781,218,Pink (Even),1962,245097,276268,NA,NA,NA,1.127178219
1782,218,Pink (Even),1963,NA,NA,NA,NA,NA,0
1783,218,Pink (Even),1964,154731,465407,NA,NA,NA,3.007845874
1784,218,Pink (Even),1965,NA,NA,NA,NA,NA,0
1785,218,Pink (Even),1966,247204,965118,NA,NA,NA,3.904135855
1786,218,Pink (Even),1967,NA,NA,NA,NA,NA,0
1787,218,Pink (Even),1968,497653,1326454,NA,NA,NA,2.665419479
1788,218,Pink (Even),1969,NA,NA,NA,NA,NA,0
1789,218,Pink (Even),1970,777840,814994,NA,NA,NA,1.047765607
1790,218,Pink (Even),1971,NA,NA,NA,NA,NA,0
1791,218,Pink (Even),1972,441711,171711,NA,NA,NA,0.388740602
1792,218,Pink (Even),1973,NA,NA,NA,NA,NA,0
1793,218,Pink (Even),1974,80451,949164,NA,NA,NA,11.79803856
1794,218,Pink (Even),1975,NA,NA,NA,NA,NA,0
1795,218,Pink (Even),1976,623261,1851409,NA,NA,NA,2.970519574
1796,218,Pink (Even),1977,NA,NA,NA,NA,NA,0
1797,218,Pink (Even),1978,1012011,1083877,NA,NA,NA,1.071013062
1798,218,Pink (Even),1979,NA,NA,NA,NA,NA,0
1799,218,Pink (Even),1980,607592,1425974,NA,NA,NA,2.346926885
1800,218,Pink (Even),1981,NA,NA,NA,NA,NA,0
1801,218,Pink (Even),1982,972486,942472,NA,NA,NA,0.969136831
1802,218,Pink (Even),1983,NA,NA,NA,NA,NA,0
1803,218,Pink (Even),1984,359935,2109935,NA,NA,NA,5.86198897
1804,218,Pink (Even),1985,NA,NA,NA,NA,NA,0
1805,218,Pink (Even),1986,878763,792639,NA,NA,NA,0.901994053
1806,218,Pink (Even),1987,NA,NA,NA,NA,NA,0
1807,218,Pink (Even),1988,285865,3231191,NA,NA,NA,11.30320606
1808,218,Pink (Even),1989,NA,NA,NA,NA,NA,0
1809,218,Pink (Even),1990,1593105,3920847,NA,NA,NA,2.46113533
1810,218,Pink (Even),1991,NA,NA,NA,NA,NA,0
1811,218,Pink (Even),1992,1193579,555590,NA,NA,NA,0.465482385
1812,218,Pink (Even),1993,NA,NA,NA,NA,NA,0
1813,218,Pink (Even),1994,238892,3366598,NA,NA,NA,14.09255228
1814,218,Pink (Even),1995,NA,NA,NA,NA,NA,0
1815,218,Pink (Even),1996,1355995,292662,NA,NA,NA,0.215828229
1816,218,Pink (Even),1997,NA,NA,NA,NA,NA,0
1817,218,Pink (Even),1998,212595,540583,NA,NA,NA,2.542783226
1818,218,Pink (Even),1999,NA,NA,NA,NA,NA,0
1819,218,Pink (Even),2000,267430,199499,NA,NA,NA,0.745985865
1820,218,Pink (Even),2001,NA,NA,NA,NA,NA,0
1821,218,Pink (Even),2002,128178,434237,NA,NA,NA,3.387765451
1822,218,Pink (Even),2003,NA,NA,NA,NA,NA,0
1823,218,Pink (Even),2004,258507,231411,NA,NA,NA,0.895182722
1824,218,Pink (Even),2005,NA,NA,NA,NA,NA,0
1825,218,Pink (Even),2006,128291,114039,NA,NA,NA,0.888908809
1826,218,Pink (Even),2007,NA,NA,NA,NA,NA,0
1827,218,Pink (Even),2008,82519,213704,NA,NA,NA,2.589755087
1828,218,Pink (Even),2009,NA,NA,NA,NA,NA,0
1829,218,Pink (Even),2010,183372,202274,NA,NA,NA,1.103080078
1830,218,Pink (Even),2011,NA,NA,NA,NA,NA,0
1831,218,Pink (Even),2012,154537,692478,NA,NA,NA,4.480985136
1832,218,Pink (Even),2013,NA,NA,NA,NA,NA,0
1833,218,Pink (Even),2014,485780,208696,NA,NA,NA,0.429610112
1834,218,Pink (Even),2015,NA,NA,NA,NA,NA,0
1835,218,Pink (Even),2016,NA,NA,NA,NA,NA,0
1836,218,Pink (Even),2017,NA,NA,NA,NA,NA,0
1837,219,Pink (Even),1950,NA,NA,NA,NA,NA,0
1838,219,Pink (Even),1951,NA,NA,NA,NA,NA,0
1839,219,Pink (Even),1952,NA,NA,NA,NA,NA,0
1840,219,Pink (Even),1953,NA,NA,NA,NA,NA,0
1841,219,Pink (Even),1954,843146,1247491,NA,NA,NA,1.479567003
1842,219,Pink (Even),1955,NA,NA,NA,NA,NA,0
1843,219,Pink (Even),1956,493389,997927,NA,NA,NA,2.022596775
1844,219,Pink (Even),1957,NA,NA,NA,NA,NA,0
1845,219,Pink (Even),1958,530174,642308,NA,NA,NA,1.211504148
1846,219,Pink (Even),1959,NA,NA,NA,NA,NA,0
1847,219,Pink (Even),1960,380814,2722172,NA,NA,NA,7.148298119
1848,219,Pink (Even),1961,NA,NA,NA,NA,NA,0
1849,219,Pink (Even),1962,1892597,4711853,NA,NA,NA,2.489622989
1850,219,Pink (Even),1963,NA,NA,NA,NA,NA,0
1851,219,Pink (Even),1964,3132561,2488165,NA,NA,NA,0.794290997
1852,219,Pink (Even),1965,NA,NA,NA,NA,NA,0
1853,219,Pink (Even),1966,1577170,4972719,NA,NA,NA,3.152937857
1854,219,Pink (Even),1967,NA,NA,NA,NA,NA,0
1855,219,Pink (Even),1968,2807509,2404378,NA,NA,NA,0.856409721
1856,219,Pink (Even),1969,NA,NA,NA,NA,NA,0
1857,219,Pink (Even),1970,1521990,3985183,NA,NA,NA,2.61840288
1858,219,Pink (Even),1971,NA,NA,NA,NA,NA,0
1859,219,Pink (Even),1972,2527505,1308909,NA,NA,NA,0.517866038
1860,219,Pink (Even),1973,NA,NA,NA,NA,NA,0
1861,219,Pink (Even),1974,766905,1338511,NA,NA,NA,1.74534134
1862,219,Pink (Even),1975,NA,NA,NA,NA,NA,0
1863,219,Pink (Even),1976,992919,2137121,NA,NA,NA,2.152361874
1864,219,Pink (Even),1977,NA,NA,NA,NA,NA,0
1865,219,Pink (Even),1978,1145818,1823475,NA,NA,NA,1.59141766
1866,219,Pink (Even),1979,NA,NA,NA,NA,NA,0
1867,219,Pink (Even),1980,1018335,2224594,NA,NA,NA,2.184540451
1868,219,Pink (Even),1981,NA,NA,NA,NA,NA,0
1869,219,Pink (Even),1982,1238837,5497689,NA,NA,NA,4.437782372
1870,219,Pink (Even),1983,NA,NA,NA,NA,NA,0
1871,219,Pink (Even),1984,2468996,6670315,NA,NA,NA,2.701630541
1872,219,Pink (Even),1985,NA,NA,NA,NA,NA,0
1873,219,Pink (Even),1986,2943006,3057099,NA,NA,NA,1.038767505
1874,219,Pink (Even),1987,NA,NA,NA,NA,NA,0
1875,219,Pink (Even),1988,1442672,6149956,NA,NA,NA,4.262892743
1876,219,Pink (Even),1989,NA,NA,NA,NA,NA,0
1877,219,Pink (Even),1990,3431780,1126338,NA,NA,NA,0.328208102
1878,219,Pink (Even),1991,NA,NA,NA,NA,NA,0
1879,219,Pink (Even),1992,597072,636786,NA,NA,NA,1.066514591
1880,219,Pink (Even),1993,NA,NA,NA,NA,NA,0
1881,219,Pink (Even),1994,419130,5388525,NA,NA,NA,12.85645265
1882,219,Pink (Even),1995,NA,NA,NA,NA,NA,0
1883,219,Pink (Even),1996,2797784,732549,NA,NA,NA,0.261831864
1884,219,Pink (Even),1997,NA,NA,NA,NA,NA,0
1885,219,Pink (Even),1998,522623,1704339,NA,NA,NA,3.261125132
1886,219,Pink (Even),1999,NA,NA,NA,NA,NA,0
1887,219,Pink (Even),2000,1094709,3229840,NA,NA,NA,2.950409652
1888,219,Pink (Even),2001,NA,NA,NA,NA,NA,0
1889,219,Pink (Even),2002,2281210,3706813,NA,NA,NA,1.624932821
1890,219,Pink (Even),2003,NA,NA,NA,NA,NA,0
1891,219,Pink (Even),2004,2220776,482321,NA,NA,NA,0.217185795
1892,219,Pink (Even),2005,NA,NA,NA,NA,NA,0
1893,219,Pink (Even),2006,394700,251549,NA,NA,NA,0.63731695
1894,219,Pink (Even),2007,NA,NA,NA,NA,NA,0
1895,219,Pink (Even),2008,213534,1186567,NA,NA,NA,5.556805942
1896,219,Pink (Even),2009,NA,NA,NA,NA,NA,0
1897,219,Pink (Even),2010,1009340,1298582,NA,NA,NA,1.286565478
1898,219,Pink (Even),2011,NA,NA,NA,NA,NA,0
1899,219,Pink (Even),2012,1033670,4700646,NA,NA,NA,4.547530643
1900,219,Pink (Even),2013,NA,NA,NA,NA,NA,0
1901,219,Pink (Even),2014,3624384,1075600,NA,NA,NA,0.296767671
1902,219,Pink (Even),2015,NA,NA,NA,NA,NA,0
1903,219,Pink (Even),2016,NA,NA,NA,NA,NA,0
1904,219,Pink (Even),2017,NA,NA,NA,NA,NA,0
1905,222,Chinook,1950,NA,NA,NA,NA,NA,0
1906,222,Chinook,1951,NA,NA,NA,NA,NA,0
1907,222,Chinook,1952,NA,NA,NA,NA,NA,0
1908,222,Chinook,1953,NA,NA,NA,NA,NA,0
1909,222,Chinook,1954,NA,NA,NA,NA,NA,0
1910,222,Chinook,1955,NA,NA,NA,NA,NA,0
1911,222,Chinook,1956,NA,NA,NA,NA,NA,0
1912,222,Chinook,1957,NA,NA,NA,NA,NA,0
1913,222,Chinook,1958,NA,NA,NA,NA,NA,0
1914,222,Chinook,1959,NA,NA,NA,NA,NA,0
1915,222,Chinook,1960,NA,NA,NA,NA,NA,0
1916,222,Chinook,1961,NA,NA,NA,NA,NA,0
1917,222,Chinook,1962,NA,NA,NA,NA,NA,0
1918,222,Chinook,1963,NA,NA,NA,NA,NA,0
1919,222,Chinook,1964,NA,NA,NA,NA,NA,0
1920,222,Chinook,1965,NA,NA,NA,NA,NA,0
1921,222,Chinook,1966,NA,NA,NA,NA,NA,0
1922,222,Chinook,1967,NA,NA,NA,NA,NA,0
1923,222,Chinook,1968,NA,NA,NA,NA,NA,0
1924,222,Chinook,1969,NA,NA,NA,NA,NA,0
1925,222,Chinook,1970,NA,NA,NA,NA,NA,0
1926,222,Chinook,1971,NA,NA,NA,NA,NA,0
1927,222,Chinook,1972,NA,NA,NA,NA,NA,0
1928,222,Chinook,1973,NA,NA,NA,NA,NA,0
1929,222,Chinook,1974,NA,NA,NA,NA,NA,0
1930,222,Chinook,1975,NA,NA,NA,NA,NA,0
1931,222,Chinook,1976,NA,NA,NA,NA,NA,0
1932,222,Chinook,1977,NA,NA,NA,NA,NA,0
1933,222,Chinook,1978,NA,NA,NA,NA,NA,0
1934,222,Chinook,1979,NA,NA,NA,NA,NA,0
1935,222,Chinook,1980,19258,NA,NA,NA,NA,0
1936,222,Chinook,1981,12284,92221,NA,NA,NA,7.50740801
1937,222,Chinook,1982,8990,65978,NA,NA,NA,7.339043382
1938,222,Chinook,1983,11803,82110,NA,NA,NA,6.956705922
1939,222,Chinook,1984,23872,75862,NA,NA,NA,3.177865282
1940,222,Chinook,1985,43990,72669,NA,NA,NA,1.651943624
1941,222,Chinook,1986,42367,103181,NA,NA,NA,2.435409635
1942,222,Chinook,1987,23828,92867,NA,NA,NA,3.897389626
1943,222,Chinook,1988,36655,94578,NA,NA,NA,2.580220979
1944,222,Chinook,1989,33085,54934,NA,NA,NA,1.660389905
1945,222,Chinook,1990,31484,64701,NA,NA,NA,2.055043832
1946,222,Chinook,1991,43189,96031,NA,NA,NA,2.223505985
1947,222,Chinook,1992,38329,80695,NA,NA,NA,2.10532495
1948,222,Chinook,1993,56921,58096,NA,NA,NA,1.020642645
1949,222,Chinook,1994,9631,59908,NA,NA,NA,6.220330184
1950,222,Chinook,1995,27463,69637,NA,NA,NA,2.535666169
1951,222,Chinook,1996,69182,73778,NA,NA,NA,1.066433465
1952,222,Chinook,1997,38271,48431,NA,NA,NA,1.265475164
1953,222,Chinook,1998,33670,39051,NA,NA,NA,1.15981586
1954,222,Chinook,1999,32545,28205,NA,NA,NA,0.866646182
1955,222,Chinook,2000,41118,27855,NA,NA,NA,0.677440537
1956,222,Chinook,2001,47410,38990,NA,NA,NA,0.822400337
1957,222,Chinook,2002,17529,39856,NA,NA,NA,2.273717839
1958,222,Chinook,2003,27466,51488,NA,NA,NA,1.874608607
1959,222,Chinook,2004,13426,51141,NA,NA,NA,3.809101743
1960,222,Chinook,2005,14970,47266,NA,NA,NA,3.15738143
1961,222,Chinook,2006,26682,46761,NA,NA,NA,1.752529795
1962,222,Chinook,2007,21448,46300,NA,NA,NA,2.158709437
1963,222,Chinook,2008,27892,36581,NA,NA,NA,1.311523017
1964,222,Chinook,2009,31046,34963,NA,NA,NA,1.126167622
1965,222,Chinook,2010,30700,48687,NA,NA,NA,1.585895765
1966,222,Chinook,2011,26808,48623,NA,NA,NA,1.813749627
1967,222,Chinook,2012,29780,NA,NA,NA,NA,0
1968,222,Chinook,2013,18830,NA,NA,NA,NA,0
1969,222,Chinook,2014,19709,NA,NA,NA,NA,0
1970,222,Chinook,2015,32318,NA,NA,NA,NA,0
1971,222,Chinook,2016,NA,NA,NA,NA,NA,0
1972,222,Chinook,2017,NA,NA,NA,NA,NA,0
1973,223,Pink (Odd),1950,NA,NA,NA,NA,NA,0
1974,223,Pink (Odd),1951,NA,NA,NA,NA,NA,0
1975,223,Pink (Odd),1952,NA,NA,NA,NA,NA,0
1976,223,Pink (Odd),1953,NA,NA,NA,NA,NA,0
1977,223,Pink (Odd),1954,NA,NA,NA,NA,NA,0
1978,223,Pink (Odd),1955,129860,130340,NA,NA,NA,1.003696288
1979,223,Pink (Odd),1956,NA,NA,NA,NA,NA,0
1980,223,Pink (Odd),1957,61794,200981,NA,NA,NA,3.252435512
1981,223,Pink (Odd),1958,NA,NA,NA,NA,NA,0
1982,223,Pink (Odd),1959,114362,297665,NA,NA,NA,2.60283136
1983,223,Pink (Odd),1960,NA,NA,NA,NA,NA,0
1984,223,Pink (Odd),1961,177792,147227,NA,NA,NA,0.828085628
1985,223,Pink (Odd),1962,NA,NA,NA,NA,NA,0
1986,223,Pink (Odd),1963,114450,162740,NA,NA,NA,1.421930974
1987,223,Pink (Odd),1964,NA,NA,NA,NA,NA,0
1988,223,Pink (Odd),1965,90133,53841,NA,NA,NA,0.597350582
1989,223,Pink (Odd),1966,NA,NA,NA,NA,NA,0
1990,223,Pink (Odd),1967,23547,64939,NA,NA,NA,2.75784601
1991,223,Pink (Odd),1968,NA,NA,NA,NA,NA,0
1992,223,Pink (Odd),1969,37824,213934,NA,NA,NA,5.656038494
1993,223,Pink (Odd),1970,NA,NA,NA,NA,NA,0
1994,223,Pink (Odd),1971,138826,65631,NA,NA,NA,0.472757264
1995,223,Pink (Odd),1972,NA,NA,NA,NA,NA,0
1996,223,Pink (Odd),1973,45482,100539,NA,NA,NA,2.210522844
1997,223,Pink (Odd),1974,NA,NA,NA,NA,NA,0
1998,223,Pink (Odd),1975,71896,141690,NA,NA,NA,1.970763325
1999,223,Pink (Odd),1976,NA,NA,NA,NA,NA,0
2000,223,Pink (Odd),1977,62050,68539,NA,NA,NA,1.104576954
2001,223,Pink (Odd),1978,NA,NA,NA,NA,NA,0
2002,223,Pink (Odd),1979,41245,166773,NA,NA,NA,4.043471936
2003,223,Pink (Odd),1980,NA,NA,NA,NA,NA,0
2004,223,Pink (Odd),1981,92749,718803,NA,NA,NA,7.749981132
2005,223,Pink (Odd),1982,NA,NA,NA,NA,NA,0
2006,223,Pink (Odd),1983,217066,535401,NA,NA,NA,2.466535524
2007,223,Pink (Odd),1984,NA,NA,NA,NA,NA,0
2008,223,Pink (Odd),1985,260981,211099,NA,NA,NA,0.808867312
2009,223,Pink (Odd),1986,NA,NA,NA,NA,NA,0
2010,223,Pink (Odd),1987,94112,1218639,NA,NA,NA,12.9488163
2011,223,Pink (Odd),1988,NA,NA,NA,NA,NA,0
2012,223,Pink (Odd),1989,509230,1155050,NA,NA,NA,2.268228502
2013,223,Pink (Odd),1990,NA,NA,NA,NA,NA,0
2014,223,Pink (Odd),1991,222482,262444,NA,NA,NA,1.179619025
2015,223,Pink (Odd),1992,NA,NA,NA,NA,NA,0
2016,223,Pink (Odd),1993,81182,498484,NA,NA,NA,6.140326673
2017,223,Pink (Odd),1994,NA,NA,NA,NA,NA,0
2018,223,Pink (Odd),1995,199110,153279,NA,NA,NA,0.769820702
2019,223,Pink (Odd),1996,NA,NA,NA,NA,NA,0
2020,223,Pink (Odd),1997,88662,991154,NA,NA,NA,11.17901694
2021,223,Pink (Odd),1998,NA,NA,NA,NA,NA,0
2022,223,Pink (Odd),1999,378999,709341,NA,NA,NA,1.871617076
2023,223,Pink (Odd),2000,NA,NA,NA,NA,NA,0
2024,223,Pink (Odd),2001,500485,865928,NA,NA,NA,1.730177728
2025,223,Pink (Odd),2002,NA,NA,NA,NA,NA,0
2026,223,Pink (Odd),2003,621163,1218081,NA,NA,NA,1.960968377
2027,223,Pink (Odd),2004,NA,NA,NA,NA,NA,0
2028,223,Pink (Odd),2005,847286,824310,NA,NA,NA,0.972882828
2029,223,Pink (Odd),2006,NA,NA,NA,NA,NA,0
2030,223,Pink (Odd),2007,512660,528925,NA,NA,NA,1.03172668
2031,223,Pink (Odd),2008,NA,NA,NA,NA,NA,0
2032,223,Pink (Odd),2009,415208,128620,NA,NA,NA,0.309772451
2033,223,Pink (Odd),2010,NA,NA,NA,NA,NA,0
2034,223,Pink (Odd),2011,108919,693378,NA,NA,NA,6.36599675
2035,223,Pink (Odd),2012,NA,NA,NA,NA,NA,0
2036,223,Pink (Odd),2013,550908,134587,NA,NA,NA,0.244300319
2037,223,Pink (Odd),2014,NA,NA,NA,NA,NA,0
2038,223,Pink (Odd),2015,103423,121566,NA,NA,NA,1.175425196
2039,223,Pink (Odd),2016,NA,NA,NA,NA,NA,0
2040,223,Pink (Odd),2017,NA,NA,NA,NA,NA,0
2041,231,Coho,1950,NA,NA,NA,NA,NA,0
2042,231,Coho,1951,NA,NA,NA,NA,NA,0
2043,231,Coho,1952,NA,NA,NA,NA,NA,0
2044,231,Coho,1953,NA,NA,NA,NA,NA,0
2045,231,Coho,1954,5848,NA,NA,NA,NA,0
2046,231,Coho,1955,NA,27921,NA,NA,NA,0
2047,231,Coho,1956,NA,NA,NA,NA,NA,0
2048,231,Coho,1957,NA,NA,NA,NA,NA,0
2049,231,Coho,1958,17543,29292,NA,NA,NA,1.669725817
2050,231,Coho,1959,4678,33761,NA,NA,NA,7.216973065
2051,231,Coho,1960,NA,NA,NA,NA,NA,0
2052,231,Coho,1961,14035,NA,NA,NA,NA,0
2053,231,Coho,1962,11696,18222,NA,NA,NA,1.557968536
2054,231,Coho,1963,23391,11282,NA,NA,NA,0.482322261
2055,231,Coho,1964,NA,12241,NA,NA,NA,0
2056,231,Coho,1965,11696,11558,NA,NA,NA,0.988201094
2057,231,Coho,1966,4678,13372,NA,NA,NA,2.858486533
2058,231,Coho,1967,5848,NA,NA,NA,NA,0
2059,231,Coho,1968,5848,NA,NA,NA,NA,0
2060,231,Coho,1969,3509,5509,NA,NA,NA,1.569962952
2061,231,Coho,1970,10247,NA,NA,NA,NA,0
2062,231,Coho,1971,NA,NA,NA,NA,NA,0
2063,231,Coho,1972,538,NA,NA,NA,NA,0
2064,231,Coho,1973,5848,NA,NA,NA,NA,0
2065,231,Coho,1974,NA,NA,NA,NA,NA,0
2066,231,Coho,1975,NA,NA,NA,NA,NA,0
