,CUID,Species,Year,Spawners,Recruits,KF_alpha,lnRS,Ricker_resid,R_S
805,190,Lake Sockeye,2006,NA,1518,NA,NA,NA,0
806,190,Lake Sockeye,2007,320,2706,NA,NA,NA,8.45625
807,190,Lake Sockeye,2008,114,2253,NA,NA,NA,19.76315789
808,190,Lake Sockeye,2009,780,2666,NA,NA,NA,3.417948718
809,190,Lake Sockeye,2010,1020,NA,NA,NA,NA,0
810,190,Lake Sockeye,2011,964,NA,NA,NA,NA,0
811,190,Lake Sockeye,2012,2860,NA,NA,NA,NA,0
812,190,Lake Sockeye,2013,550,NA,NA,NA,NA,0
813,190,Lake Sockeye,2014,3126,NA,NA,NA,NA,0
814,190,Lake Sockeye,2015,766,NA,NA,NA,NA,0
815,190,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
816,190,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
817,191,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
818,191,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
819,191,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
820,191,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
821,191,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
822,191,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
823,191,Lake Sockeye,1956,NA,3972,NA,NA,NA,0
824,191,Lake Sockeye,1957,NA,4878,NA,NA,NA,0
825,191,Lake Sockeye,1958,NA,9340,NA,NA,NA,0
826,191,Lake Sockeye,1959,NA,11091,NA,NA,NA,0
827,191,Lake Sockeye,1960,3000,5421,NA,NA,NA,1.807
828,191,Lake Sockeye,1961,1178,955,NA,NA,NA,0.810696095
829,191,Lake Sockeye,1962,3000,894,NA,NA,NA,0.298
830,191,Lake Sockeye,1963,8000,NA,NA,NA,NA,0
831,191,Lake Sockeye,1964,6000,NA,NA,NA,NA,0
832,191,Lake Sockeye,1965,400,NA,NA,NA,NA,0
833,191,Lake Sockeye,1966,400,NA,NA,NA,NA,0
834,191,Lake Sockeye,1967,300,NA,NA,NA,NA,0
835,191,Lake Sockeye,1968,400,NA,NA,NA,NA,0
836,191,Lake Sockeye,1969,NA,NA,NA,NA,NA,0
837,191,Lake Sockeye,1970,100,NA,NA,NA,NA,0
838,191,Lake Sockeye,1971,NA,NA,NA,NA,NA,0
839,191,Lake Sockeye,1972,NA,NA,NA,NA,NA,0
840,191,Lake Sockeye,1973,4000,NA,NA,NA,NA,0
841,191,Lake Sockeye,1974,NA,NA,NA,NA,NA,0
842,191,Lake Sockeye,1975,2100,NA,NA,NA,NA,0
843,191,Lake Sockeye,1976,200,NA,NA,NA,NA,0
844,191,Lake Sockeye,1977,NA,NA,NA,NA,NA,0
845,191,Lake Sockeye,1978,2000,NA,NA,NA,NA,0
846,191,Lake Sockeye,1979,NA,NA,NA,NA,NA,0
847,191,Lake Sockeye,1980,1500,2986,NA,NA,NA,1.990666667
848,191,Lake Sockeye,1981,400,4627,NA,NA,NA,11.5675
849,191,Lake Sockeye,1982,NA,8909,NA,NA,NA,0
850,191,Lake Sockeye,1983,NA,12998,NA,NA,NA,0
851,191,Lake Sockeye,1984,600,7989,NA,NA,NA,13.315
852,191,Lake Sockeye,1985,2000,4502,NA,NA,NA,2.251
853,191,Lake Sockeye,1986,2000,10537,NA,NA,NA,5.2685
854,191,Lake Sockeye,1987,8000,12434,NA,NA,NA,1.55425
855,191,Lake Sockeye,1988,6000,NA,NA,NA,NA,0
856,191,Lake Sockeye,1989,1400,NA,NA,NA,NA,0
857,191,Lake Sockeye,1990,2000,NA,NA,NA,NA,0
858,191,Lake Sockeye,1991,6800,16225,NA,NA,NA,2.386029412
859,191,Lake Sockeye,1992,4200,11963,NA,NA,NA,2.848333333
860,191,Lake Sockeye,1993,5000,6628,NA,NA,NA,1.3256
861,191,Lake Sockeye,1994,NA,6484,NA,NA,NA,0
862,191,Lake Sockeye,1995,8000,7948,NA,NA,NA,0.9935
863,191,Lake Sockeye,1996,4500,5060,NA,NA,NA,1.124444444
864,191,Lake Sockeye,1997,3600,2498,NA,NA,NA,0.693888889
865,191,Lake Sockeye,1998,1400,2984,NA,NA,NA,2.131428571
866,191,Lake Sockeye,1999,8000,NA,NA,NA,NA,0
867,191,Lake Sockeye,2000,2800,NA,NA,NA,NA,0
868,191,Lake Sockeye,2001,2000,NA,NA,NA,NA,0
869,191,Lake Sockeye,2002,600,NA,NA,NA,NA,0
870,191,Lake Sockeye,2003,3000,NA,NA,NA,NA,0
871,191,Lake Sockeye,2004,1200,NA,NA,NA,NA,0
872,191,Lake Sockeye,2005,NA,NA,NA,NA,NA,0
873,191,Lake Sockeye,2006,NA,NA,NA,NA,NA,0
874,191,Lake Sockeye,2007,NA,9318,NA,NA,NA,0
875,191,Lake Sockeye,2008,6106,NA,NA,NA,NA,0
876,191,Lake Sockeye,2009,3342,NA,NA,NA,NA,0
877,191,Lake Sockeye,2010,NA,NA,NA,NA,NA,0
878,191,Lake Sockeye,2011,5094,NA,NA,NA,NA,0
879,191,Lake Sockeye,2012,8600,NA,NA,NA,NA,0
880,191,Lake Sockeye,2013,800,NA,NA,NA,NA,0
881,191,Lake Sockeye,2014,NA,NA,NA,NA,NA,0
882,191,Lake Sockeye,2015,NA,NA,NA,NA,NA,0
883,191,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
884,191,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
885,192,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
886,192,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
887,192,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
888,192,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
889,192,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
890,192,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
891,192,Lake Sockeye,1956,NA,3039,NA,NA,NA,0
892,192,Lake Sockeye,1957,NA,4060,NA,NA,NA,0
893,192,Lake Sockeye,1958,NA,3513,NA,NA,NA,0
894,192,Lake Sockeye,1959,NA,3386,NA,NA,NA,0
895,192,Lake Sockeye,1960,825,3722,NA,NA,NA,4.511515152
896,192,Lake Sockeye,1961,2154,3160,NA,NA,NA,1.467038069
897,192,Lake Sockeye,1962,2061,4239,NA,NA,NA,2.056768559
898,192,Lake Sockeye,1963,1994,NA,NA,NA,NA,0
899,192,Lake Sockeye,1964,1852,NA,NA,NA,NA,0
900,192,Lake Sockeye,1965,2279,NA,NA,NA,NA,0
901,192,Lake Sockeye,1966,926,3193,NA,NA,NA,3.448164147
902,192,Lake Sockeye,1967,2061,14292,NA,NA,NA,6.934497817
903,192,Lake Sockeye,1968,2061,NA,NA,NA,NA,0
904,192,Lake Sockeye,1969,NA,NA,NA,NA,NA,0
905,192,Lake Sockeye,1970,1567,NA,NA,NA,NA,0
906,192,Lake Sockeye,1971,607,NA,NA,NA,NA,0
907,192,Lake Sockeye,1972,10615,NA,NA,NA,NA,0
908,192,Lake Sockeye,1973,15164,NA,NA,NA,NA,0
909,192,Lake Sockeye,1974,NA,3295,NA,NA,NA,0
910,192,Lake Sockeye,1975,152,2691,NA,NA,NA,17.70394737
911,192,Lake Sockeye,1976,NA,NA,NA,NA,NA,0
912,192,Lake Sockeye,1977,NA,NA,NA,NA,NA,0
913,192,Lake Sockeye,1978,712,NA,NA,NA,NA,0
914,192,Lake Sockeye,1979,2350,NA,NA,NA,NA,0
915,192,Lake Sockeye,1980,492,NA,NA,NA,NA,0
916,192,Lake Sockeye,1981,627,NA,NA,NA,NA,0
917,192,Lake Sockeye,1982,NA,NA,NA,NA,NA,0
918,192,Lake Sockeye,1983,NA,3352,NA,NA,NA,0
919,192,Lake Sockeye,1984,NA,1304,NA,NA,NA,0
920,192,Lake Sockeye,1985,657,488,NA,NA,NA,0.742770167
921,192,Lake Sockeye,1986,NA,863,NA,NA,NA,0
922,192,Lake Sockeye,1987,3283,1342,NA,NA,NA,0.408772464
923,192,Lake Sockeye,1988,985,NA,NA,NA,NA,0
924,192,Lake Sockeye,1989,211,NA,NA,NA,NA,0
925,192,Lake Sockeye,1990,197,NA,NA,NA,NA,0
926,192,Lake Sockeye,1991,492,5886,NA,NA,NA,11.96341463
927,192,Lake Sockeye,1992,657,2595,NA,NA,NA,3.949771689
928,192,Lake Sockeye,1993,328,309,NA,NA,NA,0.942073171
929,192,Lake Sockeye,1994,NA,1277,NA,NA,NA,0
930,192,Lake Sockeye,1995,2627,4033,NA,NA,NA,1.535211268
931,192,Lake Sockeye,1996,1970,NA,NA,NA,NA,0
932,192,Lake Sockeye,1997,33,NA,NA,NA,NA,0
933,192,Lake Sockeye,1998,131,NA,NA,NA,NA,0
934,192,Lake Sockeye,1999,1313,NA,NA,NA,NA,0
935,192,Lake Sockeye,2000,2374,NA,NA,NA,NA,0
936,192,Lake Sockeye,2001,1781,NA,NA,NA,NA,0
937,192,Lake Sockeye,2002,NA,NA,NA,NA,NA,0
938,192,Lake Sockeye,2003,8309,NA,NA,NA,NA,0
939,192,Lake Sockeye,2004,1781,NA,NA,NA,NA,0
940,192,Lake Sockeye,2005,NA,4735,NA,NA,NA,0
941,192,Lake Sockeye,2006,NA,NA,NA,NA,NA,0
942,192,Lake Sockeye,2007,NA,NA,NA,NA,NA,0
943,192,Lake Sockeye,2008,NA,NA,NA,NA,NA,0
944,192,Lake Sockeye,2009,3561,NA,NA,NA,NA,0
945,192,Lake Sockeye,2010,4123,NA,NA,NA,NA,0
946,192,Lake Sockeye,2011,2088,NA,NA,NA,NA,0
947,192,Lake Sockeye,2012,NA,NA,NA,NA,NA,0
948,192,Lake Sockeye,2013,5196,NA,NA,NA,NA,0
949,192,Lake Sockeye,2014,NA,NA,NA,NA,NA,0
950,192,Lake Sockeye,2015,NA,NA,NA,NA,NA,0
951,192,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
952,192,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
953,193,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
954,193,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
955,193,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
956,193,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
957,193,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
958,193,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
959,193,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
960,193,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
961,193,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
962,193,Lake Sockeye,1959,NA,NA,NA,NA,NA,0
963,193,Lake Sockeye,1960,NA,NA,NA,NA,NA,0
964,193,Lake Sockeye,1961,NA,NA,NA,NA,NA,0
965,193,Lake Sockeye,1962,NA,NA,NA,NA,NA,0
966,193,Lake Sockeye,1963,NA,NA,NA,NA,NA,0
967,193,Lake Sockeye,1964,NA,NA,NA,NA,NA,0
968,193,Lake Sockeye,1965,NA,NA,NA,NA,NA,0
969,193,Lake Sockeye,1966,NA,NA,NA,NA,NA,0
970,193,Lake Sockeye,1967,NA,NA,NA,NA,NA,0
971,193,Lake Sockeye,1968,NA,NA,NA,NA,NA,0
972,193,Lake Sockeye,1969,NA,NA,NA,NA,NA,0
973,193,Lake Sockeye,1970,NA,NA,NA,NA,NA,0
974,193,Lake Sockeye,1971,NA,NA,NA,NA,NA,0
975,193,Lake Sockeye,1972,NA,NA,NA,NA,NA,0
976,193,Lake Sockeye,1973,NA,NA,NA,NA,NA,0
977,193,Lake Sockeye,1974,NA,NA,NA,NA,NA,0
978,193,Lake Sockeye,1975,NA,NA,NA,NA,NA,0
979,193,Lake Sockeye,1976,NA,NA,NA,NA,NA,0
980,193,Lake Sockeye,1977,NA,NA,NA,NA,NA,0
981,193,Lake Sockeye,1978,NA,NA,NA,NA,NA,0
982,193,Lake Sockeye,1979,NA,NA,NA,NA,NA,0
983,193,Lake Sockeye,1980,NA,NA,NA,NA,NA,0
984,193,Lake Sockeye,1981,NA,NA,NA,NA,NA,0
985,193,Lake Sockeye,1982,NA,NA,NA,NA,NA,0
986,193,Lake Sockeye,1983,NA,NA,NA,NA,NA,0
987,193,Lake Sockeye,1984,NA,NA,NA,NA,NA,0
988,193,Lake Sockeye,1985,NA,NA,NA,NA,NA,0
989,193,Lake Sockeye,1986,NA,NA,NA,NA,NA,0
990,193,Lake Sockeye,1987,NA,NA,NA,NA,NA,0
991,193,Lake Sockeye,1988,NA,NA,NA,NA,NA,0
992,193,Lake Sockeye,1989,NA,NA,NA,NA,NA,0
993,193,Lake Sockeye,1990,NA,NA,NA,NA,NA,0
994,193,Lake Sockeye,1991,NA,NA,NA,NA,NA,0
995,193,Lake Sockeye,1992,NA,NA,NA,NA,NA,0
996,193,Lake Sockeye,1993,NA,NA,NA,NA,NA,0
997,193,Lake Sockeye,1994,NA,NA,NA,NA,NA,0
998,193,Lake Sockeye,1995,NA,NA,NA,NA,NA,0
999,193,Lake Sockeye,1996,NA,1877,NA,NA,NA,0
1000,193,Lake Sockeye,1997,NA,1135,NA,NA,NA,0
1001,193,Lake Sockeye,1998,NA,710,NA,NA,NA,0
1002,193,Lake Sockeye,1999,NA,517,NA,NA,NA,0
1003,193,Lake Sockeye,2000,949,377,NA,NA,NA,0.397260274
1004,193,Lake Sockeye,2001,855,483,NA,NA,NA,0.564912281
1005,193,Lake Sockeye,2002,398,562,NA,NA,NA,1.412060302
1006,193,Lake Sockeye,2003,430,366,NA,NA,NA,0.851162791
1007,193,Lake Sockeye,2004,293,257,NA,NA,NA,0.877133106
1008,193,Lake Sockeye,2005,216,649,NA,NA,NA,3.00462963
1009,193,Lake Sockeye,2006,331,992,NA,NA,NA,2.996978852
1010,193,Lake Sockeye,2007,366,1105,NA,NA,NA,3.019125683
1011,193,Lake Sockeye,2008,150,641,NA,NA,NA,4.273333333
1012,193,Lake Sockeye,2009,161,446,NA,NA,NA,2.770186335
1013,193,Lake Sockeye,2010,740,1064,NA,NA,NA,1.437837838
1014,193,Lake Sockeye,2011,687,863,NA,NA,NA,1.256186317
1015,193,Lake Sockeye,2012,940,NA,NA,NA,NA,0
1016,193,Lake Sockeye,2013,93,NA,NA,NA,NA,0
1017,193,Lake Sockeye,2014,401,NA,NA,NA,NA,0
1018,193,Lake Sockeye,2015,1281,NA,NA,NA,NA,0
1019,193,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
1020,193,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
1021,197,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
1022,197,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
1023,197,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
1024,197,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
1025,197,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
1026,197,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
1027,197,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
1028,197,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
1029,197,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
1030,197,Lake Sockeye,1959,NA,NA,NA,NA,NA,0
1031,197,Lake Sockeye,1960,NA,NA,NA,NA,NA,0
1032,197,Lake Sockeye,1961,NA,NA,NA,NA,NA,0
1033,197,Lake Sockeye,1962,NA,NA,NA,NA,NA,0
1034,197,Lake Sockeye,1963,NA,NA,NA,NA,NA,0
1035,197,Lake Sockeye,1964,NA,NA,NA,NA,NA,0
1036,197,Lake Sockeye,1965,NA,NA,NA,NA,NA,0
1037,197,Lake Sockeye,1966,NA,NA,NA,NA,NA,0
1038,197,Lake Sockeye,1967,NA,NA,NA,NA,NA,0
1039,197,Lake Sockeye,1968,NA,NA,NA,NA,NA,0
1040,197,Lake Sockeye,1969,NA,NA,NA,NA,NA,0
1041,197,Lake Sockeye,1970,1600,NA,NA,NA,NA,0
1042,197,Lake Sockeye,1971,NA,NA,NA,NA,NA,0
1043,197,Lake Sockeye,1972,600,NA,NA,NA,NA,0
1044,197,Lake Sockeye,1973,6000,NA,NA,NA,NA,0
1045,197,Lake Sockeye,1974,NA,NA,NA,NA,NA,0
1046,197,Lake Sockeye,1975,66,NA,NA,NA,NA,0
1047,197,Lake Sockeye,1976,NA,NA,NA,NA,NA,0
1048,197,Lake Sockeye,1977,NA,NA,NA,NA,NA,0
1049,197,Lake Sockeye,1978,NA,NA,NA,NA,NA,0
1050,197,Lake Sockeye,1979,NA,NA,NA,NA,NA,0
1051,197,Lake Sockeye,1980,NA,NA,NA,NA,NA,0
1052,197,Lake Sockeye,1981,NA,NA,NA,NA,NA,0
1053,197,Lake Sockeye,1982,NA,NA,NA,NA,NA,0
1054,197,Lake Sockeye,1983,NA,1253,NA,NA,NA,0
1055,197,Lake Sockeye,1984,NA,613,NA,NA,NA,0
1056,197,Lake Sockeye,1985,NA,506,NA,NA,NA,0
1057,197,Lake Sockeye,1986,NA,617,NA,NA,NA,0
1058,197,Lake Sockeye,1987,1500,1218,NA,NA,NA,0.812
1059,197,Lake Sockeye,1988,100,NA,NA,NA,NA,0
1060,197,Lake Sockeye,1989,400,NA,NA,NA,NA,0
1061,197,Lake Sockeye,1990,60,NA,NA,NA,NA,0
1062,197,Lake Sockeye,1991,300,NA,NA,NA,NA,0
1063,197,Lake Sockeye,1992,500,557,NA,NA,NA,1.114
1064,197,Lake Sockeye,1993,400,794,NA,NA,NA,1.985
1065,197,Lake Sockeye,1994,NA,756,NA,NA,NA,0
1066,197,Lake Sockeye,1995,NA,814,NA,NA,NA,0
1067,197,Lake Sockeye,1996,100,658,NA,NA,NA,6.58
1068,197,Lake Sockeye,1997,220,486,NA,NA,NA,2.209090909
1069,197,Lake Sockeye,1998,500,1785,NA,NA,NA,3.57
1070,197,Lake Sockeye,1999,500,1840,NA,NA,NA,3.68
1071,197,Lake Sockeye,2000,400,678,NA,NA,NA,1.695
1072,197,Lake Sockeye,2001,200,335,NA,NA,NA,1.675
1073,197,Lake Sockeye,2002,100,407,NA,NA,NA,4.07
1074,197,Lake Sockeye,2003,2000,364,NA,NA,NA,0.182
1075,197,Lake Sockeye,2004,600,393,NA,NA,NA,0.655
1076,197,Lake Sockeye,2005,290,715,NA,NA,NA,2.465517241
1077,197,Lake Sockeye,2006,120,NA,NA,NA,NA,0
1078,197,Lake Sockeye,2007,300,NA,NA,NA,NA,0
1079,197,Lake Sockeye,2008,100,NA,NA,NA,NA,0
1080,197,Lake Sockeye,2009,410,NA,NA,NA,NA,0
1081,197,Lake Sockeye,2010,592,NA,NA,NA,NA,0
1082,197,Lake Sockeye,2011,880,NA,NA,NA,NA,0
1083,197,Lake Sockeye,2012,NA,NA,NA,NA,NA,0
1084,197,Lake Sockeye,2013,NA,NA,NA,NA,NA,0
1085,197,Lake Sockeye,2014,NA,NA,NA,NA,NA,0
1086,197,Lake Sockeye,2015,NA,NA,NA,NA,NA,0
1087,197,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
1088,197,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
1089,202,Coho,1950,NA,NA,NA,NA,NA,0
1090,202,Coho,1951,NA,NA,NA,NA,NA,0
1091,202,Coho,1952,NA,NA,NA,NA,NA,0
1092,202,Coho,1953,NA,NA,NA,NA,NA,0
1093,202,Coho,1954,231607,919904,NA,NA,NA,3.971831594
1094,202,Coho,1955,193387,NA,NA,NA,NA,0
1095,202,Coho,1956,383388,NA,NA,NA,NA,0
1096,202,Coho,1957,261359,907049,NA,NA,NA,3.470509912
1097,202,Coho,1958,620978,475707,NA,NA,NA,0.766060955
1098,202,Coho,1959,NA,589173,NA,NA,NA,0
1099,202,Coho,1960,496932,909412,NA,NA,NA,1.830053206
1100,202,Coho,1961,291312,1029395,NA,NA,NA,3.533651206
1101,202,Coho,1962,108945,1161062,NA,NA,NA,10.6573225
1102,202,Coho,1963,526504,567760,NA,NA,NA,1.078358379
1103,202,Coho,1964,264025,498624,NA,NA,NA,1.888548433
1104,202,Coho,1965,756017,585649,NA,NA,NA,0.77465057
1105,202,Coho,1966,317662,412398,NA,NA,NA,1.298228935
1106,202,Coho,1967,153276,486306,NA,NA,NA,3.172747201
1107,202,Coho,1968,319857,392616,NA,NA,NA,1.227473527
1108,202,Coho,1969,162823,259760,NA,NA,NA,1.595352008
1109,202,Coho,1970,227220,160270,NA,NA,NA,0.705351642
1110,202,Coho,1971,185274,134331,NA,NA,NA,0.725039671
1111,202,Coho,1972,116623,117667,NA,NA,NA,1.008951922
1112,202,Coho,1973,72940,157172,NA,NA,NA,2.154812174
1113,202,Coho,1974,77480,188554,NA,NA,NA,2.43358286
1114,202,Coho,1975,42220,217179,NA,NA,NA,5.143983894
1115,202,Coho,1976,92007,234860,NA,NA,NA,2.552631865
1116,202,Coho,1977,56924,297395,NA,NA,NA,5.224422036
1117,202,Coho,1978,79132,195518,NA,NA,NA,2.470782996
1118,202,Coho,1979,47984,186979,NA,NA,NA,3.896694732
1119,202,Coho,1980,85180,367528,NA,NA,NA,4.314721766
1120,202,Coho,1981,85195,357896,NA,NA,NA,4.200903809
1121,202,Coho,1982,46639,474908,NA,NA,NA,10.18263685
1122,202,Coho,1983,54479,662040,NA,NA,NA,12.15220544
1123,202,Coho,1984,133513,278406,NA,NA,NA,2.085235146
1124,202,Coho,1985,48857,193735,NA,NA,NA,3.965347852
1125,202,Coho,1986,144410,448073,NA,NA,NA,3.102783741
1126,202,Coho,1987,149344,511000,NA,NA,NA,3.421630598
1127,202,Coho,1988,35318,371263,NA,NA,NA,10.51200521
1128,202,Coho,1989,124207,275035,NA,NA,NA,2.214327695
1129,202,Coho,1990,186603,269613,NA,NA,NA,1.444848154
1130,202,Coho,1991,139204,293826,NA,NA,NA,2.110758312
1131,202,Coho,1992,129820,132921,NA,NA,NA,1.02388692
1132,202,Coho,1993,61342,126900,NA,NA,NA,2.068729419
1133,202,Coho,1994,152386,91483,NA,NA,NA,0.600337301
1134,202,Coho,1995,59276,164202,NA,NA,NA,2.770126189
1135,202,Coho,1996,47928,142496,NA,NA,NA,2.973126356
1136,202,Coho,1997,25919,107589,NA,NA,NA,4.150970331
1137,202,Coho,1998,115767,143939,NA,NA,NA,1.243350869
1138,202,Coho,1999,149768,145889,NA,NA,NA,0.974099941
1139,202,Coho,2000,62736,146110,NA,NA,NA,2.328965825
1140,202,Coho,2001,107616,124268,NA,NA,NA,1.154735355
1141,202,Coho,2002,104596,100059,NA,NA,NA,0.95662358
1142,202,Coho,2003,116284,83537,NA,NA,NA,0.71838774
1143,202,Coho,2004,77815,80198,NA,NA,NA,1.030623916
1144,202,Coho,2005,85553,110183,NA,NA,NA,1.287891716
1145,202,Coho,2006,59133,182000,NA,NA,NA,3.077807654
1146,202,Coho,2007,53504,158460,NA,NA,NA,2.961647727
1147,202,Coho,2008,41281,108004,NA,NA,NA,2.616312589
1148,202,Coho,2009,108724,165611,NA,NA,NA,1.523223943
1149,202,Coho,2010,135006,213273,NA,NA,NA,1.57972979
1150,202,Coho,2011,63601,121039,NA,NA,NA,1.903099008
1151,202,Coho,2012,67480,125227,NA,NA,NA,1.855764671
1152,202,Coho,2013,158310,148037,NA,NA,NA,0.935108332
1153,202,Coho,2014,124904,NA,NA,NA,NA,0
1154,202,Coho,2015,36992,NA,NA,NA,NA,0
1155,202,Coho,2016,NA,NA,NA,NA,NA,0
1156,202,Coho,2017,NA,NA,NA,NA,NA,0
1157,203,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
1158,203,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
1159,203,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
1160,203,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
1161,203,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
1162,203,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
1163,203,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
1164,203,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
1165,203,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
1166,203,Lake Sockeye,1959,NA,NA,NA,NA,NA,0
1167,203,Lake Sockeye,1960,44721,NA,NA,NA,NA,0
1168,203,Lake Sockeye,1961,218146,NA,NA,NA,NA,0
1169,203,Lake Sockeye,1962,99536,NA,NA,NA,NA,0
1170,203,Lake Sockeye,1963,177106,NA,NA,NA,NA,0
1171,203,Lake Sockeye,1964,186458,NA,NA,NA,NA,0
1172,203,Lake Sockeye,1965,176199,NA,NA,NA,NA,0
1173,203,Lake Sockeye,1966,58581,NA,NA,NA,NA,0
1174,203,Lake Sockeye,1967,135976,NA,NA,NA,NA,0
1175,203,Lake Sockeye,1968,125287,NA,NA,NA,NA,0
1176,203,Lake Sockeye,1969,105359,NA,NA,NA,NA,0
1177,203,Lake Sockeye,1970,195558,NA,NA,NA,NA,0
1178,203,Lake Sockeye,1971,282801,NA,NA,NA,NA,0
1179,203,Lake Sockeye,1972,209478,NA,NA,NA,NA,0
1180,203,Lake Sockeye,1973,261485,NA,NA,NA,NA,0
1181,203,Lake Sockeye,1974,156822,NA,NA,NA,NA,0
1182,203,Lake Sockeye,1975,473953,NA,NA,NA,NA,0
1183,203,Lake Sockeye,1976,321865,NA,NA,NA,NA,0
1184,203,Lake Sockeye,1977,557566,NA,NA,NA,NA,0
1185,203,Lake Sockeye,1978,248535,NA,NA,NA,NA,0
1186,203,Lake Sockeye,1979,541481,NA,NA,NA,NA,0
1187,203,Lake Sockeye,1980,178731,NA,NA,NA,NA,0
1188,203,Lake Sockeye,1981,781574,NA,NA,NA,NA,0
1189,203,Lake Sockeye,1982,605442,NA,NA,NA,NA,0
1190,203,Lake Sockeye,1983,535594,NA,NA,NA,NA,0
1191,203,Lake Sockeye,1984,435090,NA,NA,NA,NA,0
1192,203,Lake Sockeye,1985,823141,NA,NA,NA,NA,0
1193,203,Lake Sockeye,1986,266086,NA,NA,NA,NA,0
1194,203,Lake Sockeye,1987,331145,NA,NA,NA,NA,0
1195,203,Lake Sockeye,1988,699538,NA,NA,NA,NA,0
1196,203,Lake Sockeye,1989,717960,NA,NA,NA,NA,0
1197,203,Lake Sockeye,1990,527016,NA,NA,NA,NA,0
1198,203,Lake Sockeye,1991,202114,NA,NA,NA,NA,0
1199,203,Lake Sockeye,1992,318210,NA,NA,NA,NA,0
1200,203,Lake Sockeye,1993,470660,NA,NA,NA,NA,0
1201,203,Lake Sockeye,1994,636540,NA,NA,NA,NA,0
1202,203,Lake Sockeye,1995,916955,NA,NA,NA,NA,0
1203,203,Lake Sockeye,1996,917303,NA,NA,NA,NA,0
1204,203,Lake Sockeye,1997,488761,NA,NA,NA,NA,0
1205,203,Lake Sockeye,1998,244797,NA,NA,NA,NA,0
1206,203,Lake Sockeye,1999,208657,NA,NA,NA,NA,0
1207,203,Lake Sockeye,2000,888911,NA,NA,NA,NA,0
1208,203,Lake Sockeye,2001,462095,NA,NA,NA,NA,0
1209,203,Lake Sockeye,2002,290370,NA,NA,NA,NA,0
1210,203,Lake Sockeye,2003,682889,NA,NA,NA,NA,0
1211,203,Lake Sockeye,2004,445304,NA,NA,NA,NA,0
1212,203,Lake Sockeye,2005,327460,NA,NA,NA,NA,0
1213,203,Lake Sockeye,2006,684130,NA,NA,NA,NA,0
1214,203,Lake Sockeye,2007,607886,NA,NA,NA,NA,0
1215,203,Lake Sockeye,2008,507968,NA,NA,NA,NA,0
1216,203,Lake Sockeye,2009,340254,NA,NA,NA,NA,0
1217,203,Lake Sockeye,2010,361259,NA,NA,NA,NA,0
1218,203,Lake Sockeye,2011,402226,NA,NA,NA,NA,0
1219,203,Lake Sockeye,2012,584156,NA,NA,NA,NA,0
1220,203,Lake Sockeye,2013,220714,NA,NA,NA,NA,0
